I1,I2,I3,C1,C2,C3,M1,M2,M3,D,ID,respiration,aboveground,ace,phos,cello,gluco,belowground,WSA,PH,rack,Lv,remark
1,1,0,0,1,1,0,1,1,1,6,1070.605985,1.7,0.424893195,4.009131726,0.433099288,1.938715891,3.4,34.65045593,5.25,W,6,6
1,0,1,1,0,1,0,1,1,1,6,1591.792739,39.7,0.307272547,3.747448576,0.637339794,1.711175762,18.5,33.64779874,5.01,H,6,6
0,1,1,0,1,1,1,1,0,1,6,2469.862225,20.1,0.451335047,2.62412579,0.44130538,1.217247191,6.1,34.45121951,4.66,Y,6,6
1,1,0,0,1,1,1,0,1,1,6,1398.751469,121.1,0.478688687,3.441087816,0.638251582,1.270894864,36.8,40.60402685,5.34,Y,6,6
0,1,1,1,0,1,1,0,1,1,6,1553.619595,8.8,0.328243671,2.445415348,0.131297468,1.670477528,1.5,32.58064516,4.61,W,6,6
0,1,1,1,0,1,1,1,0,1,6,938.4052232,3.6,0.550719936,2.025081091,0.393892405,1.209847512,1.3,35.44303797,4.62,Y,6,6
0,1,1,1,1,0,0,1,1,1,6,983.0187228,31.5,0.344655854,2.294058545,0.203328718,1.146950241,20,32.35294118,4.63,Z,6,6
1,0,1,1,1,0,0,1,1,1,6,1421.519067,2.4,0.24800633,2.34603046,0.290860364,1.594630819,0.8,40.74074074,5,W,6,6
1,0,1,1,0,1,1,1,0,1,6,1131.113209,3.5,0.363803402,3.936188687,0.425804984,1.111801766,0.1,38.62275449,4.91,H,6,6
1,0,1,0,1,1,1,1,0,1,6,1498.902334,3.7,0.496924447,3.171198575,0.537043117,2.404895666,22.4,37.26708075,4.68,N,6,6
1,1,0,1,0,1,1,0,1,1,6,1541.373574,80.9,0.525189873,3.343526502,0.522454509,1.807371589,32.9,38.36065574,5.08,G,6,6
1,1,1,1,1,1,1,1,1,0,9,1849.830734,6.2,0.275359969,3.121962024,0.082972706,1.520634029,0.6,68.38709677,5.28,F,9,9
1,1,1,1,1,1,1,1,1,0,9,1814.941108,49.4,0.393892405,2.185555775,0.112149921,1.22094703,10.5,66.875,5.36,Z,9,9
1,1,1,1,1,1,1,1,1,0,9,1243.85672,52.9,0.50877769,2.573977453,0.183269383,1.207997592,17.5,59.80707395,5.41,F,9,9
1,1,1,1,1,1,1,1,1,0,9,1334.675612,13.2,0.334626186,3.122873814,0.113061709,1.635329053,3.8,55.88235294,5.34,F,9,9
1,1,1,1,1,1,1,1,1,1,9,1050.06081,17.5,0.23432951,3.55141416,0.350126582,1.503984751,2.4,32.48407643,5.14,Y,9,9
1,1,1,1,1,1,1,1,1,1,9,1802.722123,25.4,0.549808149,2.867573179,0.223388054,1.22464687,8.6,34.26791277,5.06,Y,9,9
1,1,1,1,1,1,1,1,1,1,9,1463.820418,37.8,0.329155458,3.161168909,0.405745649,1.722275281,7.3,32.90734824,5.16,Y,9,9
1,1,1,1,1,1,1,1,1,1,9,1094.514279,3.5,0.532484178,3.611592167,0.213358386,1.36524077,1.4,34.55657492,4.96,N,9,9
1,1,1,1,1,1,1,1,1,1,9,1235.223279,6.9,0.660134493,3.607945016,0.310919699,1.857319422,2.8,31.42857143,5.15,N,9,9
